date;year;month;dw;day;week_n;day_n;price;K_price;T;K_T;Kdw;Kyear;Kday;line_regr;sales
16.01.15;2015;1;6;16;3;381;107,9;0,889588603311728;-14;0,899729696849739;1,12;0,77;0,88;237,251459063705;144,112475252934
17.01.15;2015;1;7;17;3;382;107,9;0,889588603311728;-16;0,882559922832052;1,06;0,79;0,87;237,209639835651;135,680662634659
18.01.15;2015;1;1;18;4;383;105,9;0,909860456423497;-13;0,908443820683944;1;0,81;0,89;237,167837025556;141,320017978835
19.01.15;2015;1;2;19;4;384;105,9;0,909860456423497;-21;0,841103824003717;0,97;0,77;0,81;237,126050584133;109,787057245843
20.01.15;2015;1;3;20;4;385;105,9;0,909860456423497;-15;0,89110201673841;0,83;0,8;0,86;237,084280462371;109,76692733493
21.01.15;2015;1;4;21;4;386;105,9;0,909860456423497;-21;0,841103824003717;0,85;0,78;0,87;237,042526611533;104,636558338943
22.01.15;2015;1;5;22;4;387;105,9;0,909860456423497;-11;0,926134872637542;1,15;0,78;0,96;237,000788983151;171,973882398631
23.01.15;2015;1;6;23;4;388;105,9;0,909860456423497;-11;0,926134872637542;1,1;0,77;0,99;236,95906752903;167,432963830916
24.01.15;2015;1;7;24;4;389;105,9;0,909860456423497;-20;0,849230554860864;1,07;0,78;1,05;236,917362201238;160,422385492287
25.01.15;2015;1;1;25;5;390;124,9;0,734533791593149;-14;0,899729696849739;0,98;0,77;1,13;236,875672952111;133,487174530037
26.01.15;2015;1;2;26;5;391;124,9;0,734533791593149;-17;0,874102566119297;0,93;0,78;1,16;236,833999734246;127,953969991257
27.01.15;2015;1;3;27;5;392;124,9;0,734533791593149;-14;0,899729696849739;0,85;0,79;1,06;236,792342500502;111,389273466328
28.01.15;2015;1;4;28;5;393;124,9;0,734533791593149;-13;0,908443820683944;0,89;0,8;1,04;236,750701203995;116,98076630901
29.01.15;2015;1;5;29;5;394;124,9;0,734533791593149;-19;0,857438710256362;1,13;0,78;1,03;236,709075798098;135,344323925074
30.01.15;2015;1;6;30;5;395;124,9;0,734533791593149;-16;0,882559922832052;1,15;0,79;1,01;236,66746623644;140,779963668329
31.01.15;2015;1;7;31;5;396;124,9;0,734533791593149;-20;0,849230554860864;1,05;0,77;0,94;236,625872472898;112,177949559024
01.02.15;2015;2;1;1;6;397;137,9;0,634461844616174;-28;0,786429745582339;0,97;0,87;0,85;236,584294461605;84,6761814045661
02.02.15;2015;2;2;2;6;398;137,9;0,634461844616174;-24;0,817204141367842;0,96;0,84;0,82;236,542732156938;81,0979821962896
03.02.15;2015;2;3;3;6;399;137,9;0,634461844616174;-30;0,771496683230957;0,88;0,85;0,81;236,501185513523;70,1389906306731
04.02.15;2015;2;4;4;6;400;137,9;0,634461844616174;-31;0,764141068941023;0,83;0,87;0,92;236,459654486229;76,1590072181612
05.02.15;2015;2;5;5;6;401;137,9;0,634461844616174;-28;0,786429745582339;1,12;0,85;0,93;236,418139030167;104,439824322853
06.02.15;2015;2;6;6;6;402;137,9;0,634461844616174;-27;0,794008677862973;1,15;0,84;0,98;236,376639100691;112,729742235663
07.02.15;2015;2;7;7;6;403;137,9;0,634461844616174;-27;0,794008677862973;1,04;0,85;1,11;236,335154653392;116,824607246654
08.02.15;2015;2;1;8;7;404;119,9;0,777097890587534;-29;0,778925995974596;0,97;0,87;1,06;236,293685644098;127,944286539255
09.02.15;2015;2;2;9;7;405;119,9;0,777097890587534;-27;0,794008677862973;0,98;0,86;1,12;236,252232028872;137,60032158424
10.02.15;2015;2;3;10;7;406;119,9;0,777097890587534;-33;0,749648018633005;0,89;0,87;1,21;236,210793764011;128,922137126347
11.02.15;2015;2;4;11;7;407;119,9;0,777097890587534;-25;0,809395111115528;0,88;0,85;1,11;236,169370806042;123,334465531682
12.02.15;2015;2;5;12;7;408;119,9;0,777097890587534;-32;0,756858422019394;1,18;0,86;1,12;236,127963111724;157,846981045501
13.02.15;2015;2;6;13;7;409;119,9;0,777097890587534;-27;0,794008677862973;1,09;0,88;1,07;236,08657063804;149,508268047972
14.02.15;2015;2;7;14;7;410;119,9;0,777097890587534;-25;0,809395111115528;1,07;0,84;0,97;236,045193342204;129,439332933815
15.02.15;2015;2;1;15;8;411;69,9;1,36494525023438;-34;0,742509142129182;0,99;0,84;0,95;236,00383118165;188,961869058791
16.02.15;2015;2;2;16;8;412;69,9;1,36494525023438;-28;0,786429745582339;0,97;0,87;0,92;235,962484114037;196,651352246391
17.02.15;2015;2;3;17;8;413;69,9;1,36494525023438;-26;0,801663546097805;0,88;0,88;0,83;235,921152097243;165,927238023087
18.02.15;2015;2;4;18;8;414;69,9;1,36494525023438;-29;0,778925995974596;0,88;0,84;0,82;235,879835089368;152,012064037625
19.02.15;2015;2;5;19;8;415;69,9;1,36494525023438;-26;0,801663546097805;1,17;0,85;0,79;235,838533048727;202,746801047765
20.02.15;2015;2;6;20;8;416;69,9;1,36494525023438;-25;0,809395111115528;1,11;0,88;0,86;235,797245933853;218,835935012724
21.02.15;2015;2;7;21;8;417;69,9;1,36494525023438;-30;0,771496683230957;1,05;0,85;0,87;235,755973703491;192,770013701131
22.02.15;2015;2;1;22;9;418;115,9;0,81291828113967;-27;0,794008677862973;0,98;0,86;0,9;235,714716316601;115,405331564553
23.02.15;2015;2;2;23;9;419;115,9;0,81291828113967;-28;0,786429745582339;0,95;0,84;0,95;235,673473732352;114,22049073577
24.02.15;2015;2;3;24;9;420;115,9;0,81291828113967;-34;0,742509142129182;0,88;0,85;1,09;235,632245910124;115,960883078621
25.02.15;2015;2;4;25;9;421;115,9;0,81291828113967;-25;0,809395111115528;0,87;0,86;1,13;235,591032809504;131,057648232675
26.02.15;2015;2;5;26;9;422;115,9;0,81291828113967;-28;0,786429745582339;1,16;0,86;1,14;235,549834390286;171,258019339877
27.02.15;2015;2;6;27;9;423;115,9;0,81291828113967;-31;0,764141068941023;1,1;0,85;1,13;235,508650612469;154,567203741265
28.02.15;2015;2;7;28;9;424;115,9;0,81291828113967;-25;0,809395111115528;1,1;0,85;1,12;235,467481436253;162,243773693936
01.03.15;2015;3;1;1;10;425;105,9;0,909860456423497;-10;0,935113559096793;0,96;0,96;0,86;235,426326822043;158,757806148956
02.03.15;2015;3;2;2;10;426;105,9;0,909860456423497;-14;0,899729696849739;0,96;0,96;0,87;235,385186730443;154,499718599432
03.03.15;2015;3;3;3;10;427;105,9;0,909860456423497;-15;0,89110201673841;0,88;0,96;0,8;235,344061122254;128,958315819769
04.03.15;2015;3;4;4;10;428;105,9;0,909860456423497;-13;0,908443820683944;0,85;0,92;0,9;235,302949958477;136,882995332236
05.03.15;2015;3;5;5;10;429;105,9;0,909860456423497;-11;0,926134872637542;1,17;0,94;0,95;235,261853200308;207,127547184494
06.03.15;2015;3;6;6;10;430;105,9;0,909860456423497;-8;0,953341715093633;1,09;0,94;0,99;235,220770809137;206,961041951489
07.03.15;2015;3;7;7;10;431;105,9;0,909860456423497;-8;0,953341715093633;1,08;0,96;1,05;235,179702746548;222,079009588285
08.03.15;2015;3;1;8;11;432;126,9;0,718168247818076;-18;0,865729106010935;0,99;0,94;1,07;235,138648974314;145,57240705086
09.03.15;2015;3;2;9;11;433;126,9;0,718168247818076;-15;0,89110201673841;0,96;0,92;1,12;235,097609454402;148,826038799577
10.03.15;2015;3;3;10;11;434;126,9;0,718168247818076;-11;0,926134872637542;0,85;0,94;1,17;235,056584148964;146,152247762921
11.03.15;2015;3;4;11;11;435;126,9;0,718168247818076;-13;0,908443820683944;0,88;0,96;1,15;235,015573020343;148,961028347335
12.03.15;2015;3;5;12;11;436;126,9;0,718168247818076;-16;0,882559922832052;1,15;0,93;1,09;234,974576031067;173,61952494274
13.03.15;2015;3;6;13;11;437;126,9;0,718168247818076;-8;0,953341715093633;1,13;0,93;1,06;234,933593143846;179,179027399577
14.03.15;2015;3;7;14;11;438;126,9;0,718168247818076;-14;0,899729696849739;1,04;0,96;1;234,892624321577;151,534739762989
15.03.15;2015;3;1;15;12;439;137,9;0,634461844616174;-12;0,917245254350702;0,95;0,94;0,93;234,851669527337;113,506058309402
16.03.15;2015;3;2;16;12;440;137,9;0,634461844616174;-10;0,935113559096793;0,96;0,96;0,94;234,810728724386;120,686340838736
17.03.15;2015;3;3;17;12;441;137,9;0,634461844616174;-16;0,882559922832052;0,87;0,93;0,88;234,76980187616;93,6002090044368
18.03.15;2015;3;4;18;12;442;137,9;0,634461844616174;-15;0,89110201673841;0,86;0,95;0,89;234,728888946277;96,4964957636442
19.03.15;2015;3;5;19;12;443;137,9;0,634461844616174;-17;0,874102566119297;1,16;0,95;0,84;234,68798989853;120,481301560174
20.03.15;2015;3;6;20;12;444;137,9;0,634461844616174;-14;0,899729696849739;1,11;0,93;0,81;234,647104696886;112,00146692077
21.03.15;2015;3;7;21;12;445;137,9;0,634461844616174;-17;0,874102566119297;1,09;0,93;0,89;234,606233305491;117,383459467172
22.03.15;2015;3;1;22;13;446;145,9;0,579779945756961;-13;0,908443820683944;1,01;0,93;0,94;234,56537568866;109,083068587836
23.03.15;2015;3;2;23;13;447;145,9;0,579779945756961;-10;0,935113559096793;0,93;0,94;0,98;234,524531810881;108,931303129351
24.03.15;2015;3;3;24;13;448;145,9;0,579779945756961;-17;0,874102566119297;0,88;0,93;1,09;234,483701636815;106,00597980535
25.03.15;2015;3;4;25;13;449;145,9;0,579779945756961;-15;0,89110201673841;0,89;0,94;1,19;234,442885131289;120,584779841958
26.03.15;2015;3;5;26;13;450;145,9;0,579779945756961;-15;0,89110201673841;1,18;0,93;1,14;234,402082259303;151,503228750297
27.03.15;2015;3;6;27;13;451;145,9;0,579779945756961;-8;0,953341715093633;1,11;0,93;1,09;234,361292986018;145,757226775347
28.03.15;2015;3;7;28;13;452;145,9;0,579779945756961;-9;0,944182206133403;1,08;0,95;1,05;234,320517276767;138,186614855562
29.03.15;2015;3;1;29;14;453;95,9;1,01836318529161;-11;0,926134872637542;0,99;0,95;1,05;234,279755097045;218,202533385011
30.03.15;2015;3;2;30;14;454;95,9;1,01836318529161;-13;0,908443820683944;0,98;0,96;1,02;234,239006412511;207,949300423011
31.03.15;2015;3;3;31;14;455;95,9;1,01836318529161;-17;0,874102566119297;0,88;0,94;0,94;234,198271188986;162,101543532481
01.04.15;2015;4;4;1;14;456;95,9;1,01836318529161;-6;0,971936969414993;0,89;1,02;0,9;234,157549392454;189,357122152364
02.04.15;2015;4;5;2;14;457;95,9;1,01836318529161;-8;0,953341715093633;1,17;1,03;0,89;234,116840989059;243,779418098982
03.04.15;2015;4;6;3;14;458;95,9;1,01836318529161;-7;0,962592996354647;1,15;0,99;0,79;234,076145945103;206,377654692626
04.04.15;2015;4;7;4;14;459;95,9;1,01836318529161;-10;0,935113559096793;1,04;0,99;0,95;234,035464227047;217,992151069911
05.04.15;2015;4;1;5;15;460;85,9;1,13980508751176;-8;0,953341715093633;0,98;0,99;0,94;233,994795801509;231,885989929178
06.04.15;2015;4;2;6;15;461;85,9;1,13980508751176;-3;1,0005343731239;0,93;1;1,05;233,954140635264;260,534708315419
07.04.15;2015;4;3;7;15;462;85,9;1,13980508751176;-2;1,01025849401271;0,88;1;1,11;233,91349869524;263,101932156349
08.04.15;2015;4;4;8;15;463;85,9;1,13980508751176;-4;0,990906715084057;0,84;0,99;1,11;233,87286994852;243,826366668583
09.04.15;2015;4;5;9;15;464;85,9;1,13980508751176;-3;1,0005343731239;1,14;1,01;1,18;233,832254362341;362,30577247954
10.04.15;2015;4;6;10;15;465;85,9;1,13980508751176;-4;0,990906715084057;1,12;1,01;1,19;233,791651904088;355,450164893551
11.04.15;2015;4;7;11;15;466;85,9;1,13980508751176;-4;0,990906715084057;1,07;1,01;1,14;233,751062541302;325,257230018445
12.04.15;2015;4;1;12;16;467;107,9;0,889588603311728;-4;0,990906715084057;1;1,01;1,07;233,710486241669;222,64109659182
13.04.15;2015;4;2;13;16;468;107,9;0,889588603311728;-5;0,981374562985995;0,97;1,01;1,03;233,669922973027;205,852978668782
14.04.15;2015;4;3;14;16;469;107,9;0,889588603311728;-1;1,02008004424526;0,86;1,01;1,01;233,62937270336;185,991074631133
15.04.15;2015;4;4;15;16;470;107,9;0,889588603311728;-8;0,953341715093633;0,87;0,99;0,96;233,588835400799;163,800630403959
16.04.15;2015;4;5;16;16;471;107,9;0,889588603311728;-9;0,944182206133403;1,13;1,03;0,88;233,548311033621;200,918576828542
17.04.15;2015;4;6;17;16;472;107,9;0,889588603311728;-5;0,981374562985995;1,15;1;0,84;233,507799570248;196,925757709283
18.04.15;2015;4;7;18;16;473;107,9;0,889588603311728;-5;0,981374562985995;1,07;1,01;0,88;233,467300979246;193,837541855652
19.04.15;2015;4;1;19;17;474;100,9;0,962584226223508;-5;0,981374562985995;1;0,99;0,84;233,426815229323;183,374424152378
20.04.15;2015;4;2;20;17;475;100,9;0,962584226223508;-8;0,953341715093633;0,99;1,03;0,88;233,386342289329;192,184282421506
21.04.15;2015;4;3;21;17;476;100,9;0,962584226223508;0;1,03;0,84;1,03;0,83;233,345882128256;166,138662467176
22.04.15;2015;4;4;22;17;477;100,9;0,962584226223508;-3;1,0005343731239;0,84;1,01;0,9;233,305434715235;171,568983740574
23.04.15;2015;4;5;23;17;478;100,9;0,962584226223508;-8;0,953341715093633;1,18;1,03;1;233,265000019537;260,169360746533
24.04.15;2015;4;6;24;17;479;100,9;0,962584226223508;-7;0,962592996354647;1,11;1,01;1,09;233,22457801057;264,07458418942
25.04.15;2015;4;7;25;17;480;100,9;0,962584226223508;-5;0,981374562985995;1,05;0,99;1,17;233,18416865788;267,906317609041
26.04.15;2015;4;1;26;18;481;105,9;0,909860456423497;-2;1,01025849401271;0,96;1;1,17;233,14377193115;240,706719629031
27.04.15;2015;4;2;27;18;482;105,9;0,909860456423497;-7;0,962592996354647;0,94;0,99;1,06;233,103387800197;201,388648240516
28.04.15;2015;4;3;28;18;483;105,9;0,909860456423497;-3;1,0005343731239;0,87;1;1,08;233,063016234974;199,353183145855
29.04.15;2015;4;4;29;18;484;105,9;0,909860456423497;-8;0,953341715093633;0,89;0,99;1,04;233,022657205568;185,21667268731
30.04.15;2015;4;5;30;18;485;105,9;0,909860456423497;-6;0,971936969414993;1,12;1,03;0,97;232,982310682197;230,548776601522
01.05.15;2015;5;6;1;18;486;105,9;0,909860456423497;9;1,12387383969063;1,13;1,05;0,89;232,941976635211;251,534672524675
02.05.15;2015;5;7;2;18;487;105,9;0,909860456423497;13;1,16837672535668;1,05;1,05;0,88;232,901655035095;240,210248512078
03.05.15;2015;5;1;3;19;488;145,9;0,579779945756961;8;1,11302265959964;0,97;1,06;0,84;232,861345852459;129,784098305809
04.05.15;2015;5;2;4;19;489;145,9;0,579779945756961;14;1,17978251705342;0,99;1,08;0,95;232,821049058046;161,759554661907
05.05.15;2015;5;3;5;19;490;145,9;0,579779945756961;13;1,16837672535668;0,88;1,08;0,97;232,780764622727;145,368844587743
06.05.15;2015;5;4;6;19;491;145,9;0,579779945756961;15;1,19130258733767;0,87;1,08;1;232,7404925175;151,042870789315
07.05.15;2015;5;5;7;19;492;145,9;0,579779945756961;10;1,13483374152288;1,15;1,07;1,06;232,700232713489;199,700765767085
08.05.15;2015;5;6;8;19;493;145,9;0,579779945756961;7;1,10227912273504;1,09;1,06;1,09;232,659985181948;187,255821633834
09.05.15;2015;5;7;9;19;494;145,9;0,579779945756961;12;1,15708407860892;1,07;1,06;1,13;232,619749894252;200,005886543381
10.05.15;2015;5;1;10;20;495;100,9;0,962584226223508;8;1,11302265959964;0,98;1,09;1,2;232,579526821903;319,40966185439
11.05.15;2015;5;2;11;20;496;100,9;0,962584226223508;12;1,15708407860892;0,97;1,09;1,12;232,539315936526;306,701785202169
12.05.15;2015;5;3;12;20;497;100,9;0,962584226223508;12;1,15708407860892;0,86;1,05;1,06;232,499117209869;247,866926837066
13.05.15;2015;5;4;13;20;498;100,9;0,962584226223508;15;1,19130258733767;0,85;1,06;1,02;232,458930613803;244,980786157585
14.05.15;2015;5;5;14;20;499;100,9;0,962584226223508;12;1,15708407860892;1,13;1,09;1,02;232,418756120319;325,222020912819
15.05.15;2015;5;6;15;20;500;100,9;0,962584226223508;8;1,11302265959964;1,11;1,05;0,96;232,37859370153;278,562323813567
16.05.15;2015;5;7;16;20;501;100,9;0,962584226223508;13;1,16837672535668;1,06;1,08;0,87;232,338443329668;260,250508236906
17.05.15;2015;5;1;17;21;502;137,9;0,634461844616174;11;1,14590345441726;0,98;1,07;0,88;232,298304977085;155,844724148327
18.05.15;2015;5;2;18;21;503;137,9;0,634461844616174;14;1,17978251705342;0,95;1,05;0,88;232,25817861625;152,606860578588
19.05.15;2015;5;3;19;21;504;137,9;0,634461844616174;8;1,11302265959964;0,88;1,08;0,84;232,218064219751;130,915548527031
20.05.15;2015;5;4;20;21;505;137,9;0,634461844616174;8;1,11302265959964;0,84;1,06;0,84;232,177961760293;122,629497112311
21.05.15;2015;5;5;21;21;506;137,9;0,634461844616174;11;1,14590345441726;1,15;1,08;0,84;232,137871210696;176,076102969167
22.05.15;2015;5;6;22;21;507;137,9;0,634461844616174;7;1,10227912273504;1,11;1,09;0,93;232,097792543896;182,641946371845
23.05.15;2015;5;7;23;21;508;137,9;0,634461844616174;14;1,17978251705342;1,06;1,06;1,01;232,057725732944;197,122683016833
24.05.15;2015;5;1;24;22;509;85,9;1,13980508751176;10;1,13483374152288;0,99;1,09;1,01;232,017670751006;327,089768922656
25.05.15;2015;5;2;25;22;510;85,9;1,13980508751176;6;1,09164216128078;0,97;1,09;1,2;231,977627571358;366,215289847053
26.05.15;2015;5;3;26;22;511;85,9;1,13980508751176;15;1,19130258733767;0,85;1,07;1,14;231,937596167392;326,536236234954
27.05.15;2015;5;4;27;22;512;85,9;1,13980508751176;9;1,12387383969063;0,86;1,06;1,1;231,897576512612;297,880013646627
28.05.15;2015;5;5;28;22;513;85,9;1,13980508751176;9;1,12387383969063;1,16;1,06;1,09;231,85756858063;398,070306392739
29.05.15;2015;5;6;29;22;514;85,9;1,13980508751176;7;1,10227912273504;1,1;1,06;1,09;231,817572345172;370,163484636281
30.05.15;2015;5;7;30;22;515;85,9;1,13980508751176;10;1,13483374152288;1,06;1,08;1,04;231,777587780072;356,941652405526
31.05.15;2015;5;1;31;23;516;126,9;0,718168247818076;10;1,13483374152288;0,99;1,09;0,92;231,737614859274;187,501390365898
01.06.15;2015;6;2;1;23;517;126,9;0,718168247818076;27;1,33888565663563;0,95;1,15;0,85;231,69765355683;206,886282482035
02.06.15;2015;6;3;2;23;518;126,9;0,718168247818076;22;1,27524051958036;0,83;1,15;0,89;231,6577038469;180,231621594498
03.06.15;2015;6;4;3;23;519;126,9;0,718168247818076;24;1,30031852025372;0,87;1,15;0,82;231,617765703752;177,451126746553
04.06.15;2015;6;5;4;23;520;126,9;0,718168247818076;29;1,36524541192975;1,15;1,14;0,96;231,57783910176;285,764217875572
05.06.15;2015;6;6;5;23;521;126,9;0,718168247818076;20;1,25065759640745;1,1;1,18;0,98;231,537924015404;264,537672661393
06.06.15;2015;6;7;6;23;522;126,9;0,718168247818076;24;1,30031852025372;1,06;1,17;0,99;231,498020419268;265,430088154266
07.06.15;2015;6;1;7;24;523;145,9;0,579779945756961;19;1,2385487270594;1,01;1,18;1,03;231,458128288043;204,027791803217
08.06.15;2015;6;2;8;24;524;145,9;0,579779945756961;27;1,33888565663563;0,99;1,16;1,06;231,418247596523;218,6771111585
09.06.15;2015;6;3;9;24;525;145,9;0,579779945756961;27;1,33888565663563;0,86;1,18;1,15;231,378378319605;209,607949792725
10.06.15;2015;6;4;10;24;526;145,9;0,579779945756961;21;1,26288778872212;0,89;1,16;1,22;231,338520432289;213,345621092805
11.06.15;2015;6;5;11;24;527;145,9;0,579779945756961;27;1,33888565663563;1,17;1,15;1,18;231,298673909678;285,066071391428
12.06.15;2015;6;6;12;24;528;145,9;0,579779945756961;27;1,33888565663563;1,12;1,15;1,09;231,258838726975;252,027179857578
13.06.15;2015;6;7;13;24;529;145,9;0,579779945756961;27;1,33888565663563;1,1;1,16;1,09;231,219014859486;249,636104618305
14.06.15;2015;6;1;14;25;530;85,9;1,13980508751176;21;1,26288778872212;0,95;1,14;1,02;231,179202282614;367,597665148005
15.06.15;2015;6;2;15;25;531;85,9;1,13980508751176;24;1,30031852025372;0,96;1,15;0,93;231,139400971866;351,727515768971
16.06.15;2015;6;3;16;25;532;85,9;1,13980508751176;24;1,30031852025372;0,83;1,18;0,93;231,099610902846;311,977017430045
17.06.15;2015;6;4;17;25;533;85,9;1,13980508751176;21;1,26288778872212;0,83;1,14;0,9;231,059832051255;283,233918980372
18.06.15;2015;6;5;18;25;534;85,9;1,13980508751176;26;1,3259015688338;1,18;1,14;0,88;231,020064392895;413,295909478975
19.06.15;2015;6;6;19;25;535;85,9;1,13980508751176;24;1,30031852025372;1,11;1,15;0,82;230,980307903664;358,335608311821
20.06.15;2015;6;7;20;25;536;85,9;1,13980508751176;28;1,3519998365217;1,07;1,14;0,84;230,940562559557;364,649283612143
21.06.15;2015;6;1;21;26;537;100,9;0,962584226223508;19;1,2385487270594;0,99;1,18;0,88;230,900828336664;282,993983809097
22.06.15;2015;6;2;22;26;538;100,9;0,962584226223508;28;1,3519998365217;0,97;1,16;0,9;230,861105211174;304,255461783638
23.06.15;2015;6;3;23;26;539;100,9;0,962584226223508;28;1,3519998365217;0,89;1,14;0,98;230,821393159367;298,684283745966
24.06.15;2015;6;4;24;26;540;100,9;0,962584226223508;27;1,33888565663563;0,88;1,14;1,09;230,781692157621;325,235246151532
25.06.15;2015;6;5;25;26;541;100,9;0,962584226223508;29;1,36524541192975;1,17;1,16;1,12;230,742002182406;460,933206619186
26.06.15;2015;6;6;26;26;542;100,9;0,962584226223508;29;1,36524541192975;1,13;1,18;1,16;230,702323210287;468,94280228803
27.06.15;2015;6;7;27;26;543;100,9;0,962584226223508;26;1,3259015688338;1,04;1,18;1,07;230,66265521792;386,568477121199
28.06.15;2015;6;1;28;27;544;145,9;0,579779945756961;28;1,3519998365217;1;1,15;1,11;230,622998182056;230,761451139388
29.06.15;2015;6;2;29;27;545;145,9;0,579779945756961;26;1,3259015688338;0,96;1,17;1,05;230,583352079535;209,049347349643
30.06.15;2015;6;3;30;27;546;145,9;0,579779945756961;20;1,25065759640745;0,87;1,14;1,05;230,543716887291;174,087788505343
01.07.15;2015;7;4;1;27;547;145,9;0,579779945756961;16;1,20293808120628;0,87;1,32;0,88;230,504092582346;162,465428155008
02.07.15;2015;7;5;2;27;548;145,9;0,579779945756961;12;1,15708407860892;1,13;1,34;0,89;230,464479141816;208,35568457105
03.07.15;2015;7;6;3;27;549;145,9;0,579779945756961;15;1,19130258733767;1,1;1,32;0,79;230,424876542903;182,561142691908
04.07.15;2015;7;7;4;27;550;145,9;0,579779945756961;16;1,20293808120628;1,04;1,33;0,95;230,385284762901;211,13964381798
05.07.15;2015;7;1;5;28;551;157,9;0,506465315737425;12;1,15708407860892;0,98;1,34;0,94;230,345703779191;166,630106121547
06.07.15;2015;7;2;6;28;552;157,9;0,506465315737425;17;1,21469015512822;0,97;1,31;1,03;230,306133569243;185,438958529939
07.07.15;2015;7;3;7;28;553;157,9;0,506465315737425;18;1,22655997715953;0,88;1,32;1,09;230,266574110615;181,114198929888
08.07.15;2015;7;4;8;28;554;157,9;0,506465315737425;15;1,19130258733767;0,87;1,33;1,11;230,227025380953;178,411140140017
09.07.15;2015;7;5;9;28;555;157,9;0,506465315737425;18;1,22655997715953;1,17;1,33;1,18;230,187487357986;262,566745281159
10.07.15;2015;7;6;10;28;556;157,9;0,506465315737425;19;1,2385487270594;1,13;1,33;1,21;230,147960019534;262,533900361529
11.07.15;2015;7;7;11;28;557;157,9;0,506465315737425;20;1,25065759640745;1,09;1,33;1,14;230,1084433435;240,881628709765
12.07.15;2015;7;1;12;29;558;124,9;0,734533791593149;12;1,15708407860892;0,97;1,32;1,12;230,068937307874;280,413147590025
13.07.15;2015;7;2;13;29;559;124,9;0,734533791593149;13;1,16837672535668;0,98;1,3;1,06;230,029441890728;266,595856946105
14.07.15;2015;7;3;14;29;560;124,9;0,734533791593149;13;1,16837672535668;0,87;1,31;1,03;229,989957070221;231,702821382168
15.07.15;2015;7;4;15;29;561;124,9;0,734533791593149;22;1,27524051958036;0,84;1,33;0,92;229,950482824595;221,389471575008
16.07.15;2015;7;5;16;29;562;124,9;0,734533791593149;22;1,27524051958036;1,12;1,34;0,88;229,911019132176;284,425914575424
17.07.15;2015;7;6;17;29;563;124,9;0,734533791593149;19;1,2385487270594;1,12;1,3;0,88;229,87156597137;267,950257518182
18.07.15;2015;7;7;18;29;564;124,9;0,734533791593149;18;1,22655997715953;1,06;1,33;0,86;229,83212332067;251,054064123068
19.07.15;2015;7;1;19;30;565;87,9;1,11441002704181;14;1,17978251705342;1,01;1,33;0,82;229,792691158648;332,789829838446
20.07.15;2015;7;2;20;30;566;87,9;1,11441002704181;14;1,17978251705342;0,94;1,34;0,83;229,753269463957;315,805298205662
21.07.15;2015;7;3;21;30;567;87,9;1,11441002704181;20;1,25065759640745;0,85;1,31;0,88;229,713858215334;313,720953332974
22.07.15;2015;7;4;22;30;568;87,9;1,11441002704181;16;1,20293808120628;0,89;1,33;0,95;229,674457391594;346,231228300021
23.07.15;2015;7;5;23;30;569;87,9;1,11441002704181;13;1,16837672535668;1,16;1,32;1,01;229,635066971633;462,401688266753
24.07.15;2015;7;6;24;30;570;87,9;1,11441002704181;12;1,15708407860892;1,14;1,31;1,07;229,595686934426;473,078900595028
25.07.15;2015;7;7;25;30;571;87,9;1,11441002704181;17;1,21469015512822;1,1;1,34;1,14;229,55631725903;522,15820451047
26.07.15;2015;7;1;26;31;572;87,9;1,11441002704181;19;1,2385487270594;1,01;1,3;1,15;229,516957924577;478,338628325797
27.07.15;2015;7;2;27;31;573;87,9;1,11441002704181;18;1,22655997715953;0,98;1,33;1,12;229,477608910281;457,899169542216
28.07.15;2015;7;3;28;31;574;87,9;1,11441002704181;20;1,25065759640745;0,83;1,32;1,08;229,438270195431;378,377301130706
29.07.15;2015;7;4;29;31;575;87,9;1,11441002704181;18;1,22655997715953;0,83;1,31;1,01;229,398941759396;344,346737376453
30.07.15;2015;7;5;30;31;576;87,9;1,11441002704181;18;1,22655997715953;1,16;1,31;0,97;229,35962358162;462,116831426435
31.07.15;2015;7;6;31;31;577;87,9;1,11441002704181;19;1,2385487270594;1,15;1,31;0,98;229,320315641626;467,300075215373
01.08.15;2015;8;7;1;31;578;87,9;1,11441002704181;19;1,2385487270594;1,04;1,12;0,88;229,281017919011;324,384611588556
02.08.15;2015;8;1;2;32;579;124,9;0,734533791593149;18;1,22655997715953;1;1,13;0,89;229,241730393448;207,712530929176
03.08.15;2015;8;2;3;32;580;124,9;0,734533791593149;24;1,30031852025372;0,97;1,14;0,81;229,202453044689;196,084106677935
04.08.15;2015;8;3;4;32;581;124,9;0,734533791593149;20;1,25065759640745;0,86;1,11;0,93;229,163185852556;186,895754050409
05.08.15;2015;8;4;5;32;582;124,9;0,734533791593149;26;1,3259015688338;0,86;1,14;0,97;229,12392879695;212,211320992072
06.08.15;2015;8;5;6;32;583;124,9;0,734533791593149;28;1,3519998365217;1,18;1,11;0,99;229,084681857843;295,001789213296
07.08.15;2015;8;6;7;32;584;124,9;0,734533791593149;26;1,3259015688338;1,12;1,13;1,11;229,045445015283;313,374871446623
08.08.15;2015;8;7;8;32;585;124,9;0,734533791593149;21;1,26288778872212;1,04;1,13;1,07;229,00621824939;267,12797953942
09.08.15;2015;8;1;9;33;586;119,9;0,777097890587534;26;1,3259015688338;1,01;1,11;1,11;228,967001540358;293,580524976837
